AU(T+D).SGE,#NAME?,,,,,,,,,,,,,,,,,,,,,,,
__,___,___,___,___,_5_,_4_,_3_,_2_,_1_,_1_,_2_,_3_,_4_,_5_,_5_,_4_,_3_,_2_,_1_,_1_,_2_,_3_,_4_,_5_
2022-10-24 09:00:03,392.440,8286000.000,3229884420.000,,392.480,392.470,392.460,392.450,392.440,392.080,392.030,392.020,392.010,392.000,1.000,1.000,1.000,1.000,1.000,9.000,1.000,4.000,3.000,4.000
2022-10-24 09:00:03,392.440,8288000.000,3230669300.000,,392.490,392.480,392.470,392.440,392.430,392.080,392.030,392.020,392.010,392.000,4.000,1.000,1.000,2.000,2.000,9.000,1.000,4.000,3.000,4.000
2022-10-24 09:00:04,392.440,8288000.000,3230669300.000,,392.480,392.470,392.440,392.430,392.420,392.080,392.030,392.020,392.010,392.000,1.000,1.000,2.000,1.000,1.000,9.000,1.000,4.000,3.000,4.000
2022-10-24 09:00:04,392.090,8292000.000,3232238360.000,,392.470,392.440,392.430,392.410,392.090,392.080,392.030,392.020,392.010,392.000,1.000,2.000,1.000,1.000,3.000,10.000,1.000,4.000,3.000,4.000
2022-10-24 09:00:04,392.090,8298000.000,3234590900.000,,392.490,392.480,392.470,392.440,392.430,392.080,392.030,392.020,392.010,392.000,4.000,1.000,1.000,2.000,1.000,10.000,1.000,4.000,3.000,4.000
2022-10-24 09:00:04,392.080,8318000.000,3242432500.000,,392.430,392.420,392.330,392.310,392.150,392.000,391.480,391.440,390.000,389.890,1.000,5.000,2.000,4.000,9.000,4.000,1.000,1.000,7.000,10.000
2022-10-24 09:00:05,392.150,8322000.000,3244001100.000,,392.440,392.430,392.420,392.310,392.150,392.000,390.000,389.890,389.100,389.000,2.000,1.000,4.000,3.000,7.000,4.000,7.000,10.000,4.000,50.000
2022-10-24 09:00:05,392.150,8326000.000,3245569700.000,,392.440,392.430,392.420,392.310,392.150,392.040,390.000,389.890,389.100,389.000,2.000,1.000,4.000,3.000,5.000,5.000,7.000,10.000,4.000,50.000
2022-10-24 09:00:06,392.150,8336000.000,3249491200.000,,392.470,392.440,392.430,392.420,392.310,392.040,390.000,389.890,389.100,389.000,1.000,2.000,1.000,4.000,3.000,5.000,7.000,10.000,4.000,50.000
2022-10-24 09:00:06,392.040,8346000.000,3253411600.000,,392.440,392.430,392.420,392.310,392.300,390.000,389.890,389.100,389.000,388.520,2.000,1.000,4.000,4.000,2.000,7.000,10.000,4.000,50.000,3.000
2022-10-24 09:00:06,392.040,8346000.000,3253411600.000,,392.420,392.310,392.300,392.290,392.040,391.940,391.900,390.010,390.000,389.890,4.000,4.000,2.000,2.000,1.000,1.000,3.000,10.000,11.000,10.000
2022-10-24 09:00:06,392.040,8346000.000,3253411600.000,,392.430,392.420,392.310,392.300,392.290,391.940,391.900,390.010,390.000,389.890,1.000,4.000,4.000,1.000,2.000,1.000,3.000,4.000,11.000,10.000
2022-10-24 09:00:07,392.090,8352000.000,3255764140.000,,392.310,392.300,392.290,392.280,392.090,391.940,391.900,390.010,390.000,389.890,4.000,1.000,2.000,2.000,6.000,1.000,3.000,4.000,11.000,10.000
2022-10-24 09:00:08,392.030,8374000.000,3264388800.000,,392.310,392.300,392.290,392.280,392.090,391.940,391.900,390.010,390.000,389.890,4.000,1.000,2.000,1.000,6.000,1.000,3.000,4.000,11.000,10.000
2022-10-24 09:00:08,391.940,8376000.000,3265172680.000,,392.310,392.300,392.290,392.280,392.090,391.900,390.010,390.000,389.890,389.100,4.000,1.000,2.000,1.000,6.000,3.000,4.000,11.000,10.000,4.000
2022-10-24 09:00:08,391.940,8376000.000,3265172680.000,,392.310,392.300,392.290,392.280,392.090,391.910,391.900,390.010,390.000,389.890,4.000,1.000,2.000,1.000,6.000,1.000,4.000,4.000,11.000,10.000
2022-10-24 09:00:09,391.940,8376000.000,3265172680.000,,392.310,392.300,392.290,392.280,392.090,391.900,390.010,390.000,389.890,389.100,4.000,1.000,2.000,1.000,6.000,4.000,4.000,6.000,10.000,4.000
2022-10-24 09:00:09,392.090,8388000.000,3269877760.000,,392.420,392.310,392.300,392.290,392.280,391.920,391.910,391.900,390.010,390.000,4.000,4.000,1.000,2.000,1.000,3.000,1.000,4.000,4.000,6.000
2022-10-24 09:00:09,391.920,8390000.000,3270661600.000,,392.310,392.300,392.290,392.280,392.270,391.920,391.910,391.900,390.010,390.000,4.000,1.000,2.000,1.000,2.000,3.000,1.000,4.000,4.000,6.000
2022-10-24 09:00:09,391.920,8390000.000,3270661600.000,,392.300,392.290,392.280,392.270,392.260,391.920,391.910,391.900,390.010,390.000,1.000,2.000,1.000,1.000,1.000,2.000,1.000,1.000,4.000,6.000
2022-10-24 09:00:10,391.920,8390000.000,3270661600.000,,392.290,392.280,392.270,392.260,392.250,391.920,391.910,391.900,390.010,390.000,2.000,1.000,1.000,1.000,4.000,2.000,1.000,1.000,4.000,6.000
2022-10-24 09:00:10,392.240,8392000.000,3271446080.000,,392.430,392.420,392.310,392.300,392.250,391.930,391.920,391.910,391.900,390.010,1.000,4.000,4.000,1.000,3.000,1.000,3.000,1.000,1.000,4.000
2022-10-24 09:00:10,392.240,8392000.000,3271446080.000,,392.430,392.420,392.310,392.300,392.250,391.940,391.930,391.920,391.910,391.900,1.000,4.000,4.000,1.000,3.000,2.000,1.000,1.000,1.000,1.000
2022-10-24 09:00:10,392.240,8392000.000,3271446080.000,,392.430,392.420,392.310,392.250,392.210,391.950,391.940,391.930,391.920,391.910,1.000,4.000,3.000,3.000,1.000,1.000,2.000,1.000,1.000,1.000
2022-10-24 09:00:11,392.240,8392000.000,3271446080.000,,392.440,392.430,392.420,392.310,392.210,391.960,391.950,391.940,391.930,391.920,2.000,1.000,4.000,3.000,1.000,1.000,1.000,2.000,1.000,1.000
2022-10-24 09:00:11,392.240,8394000.000,3272230560.000,,392.470,392.440,392.430,392.420,392.310,391.970,391.960,391.950,391.940,391.930,1.000,2.000,1.000,4.000,3.000,1.000,1.000,1.000,2.000,1.000
2022-10-24 09:00:11,392.240,8394000.000,3272230560.000,,392.440,392.430,392.420,392.310,392.290,391.980,391.970,391.960,391.950,391.940,2.000,1.000,4.000,3.000,6.000,1.000,1.000,1.000,1.000,2.000
2022-10-24 09:00:11,392.240,8394000.000,3272230560.000,,392.440,392.430,392.420,392.290,392.280,391.920,391.910,391.900,390.010,390.000,2.000,1.000,4.000,7.000,2.000,1.000,1.000,1.000,4.000,6.000
2022-10-24 09:00:12,392.240,8394000.000,3272230560.000,,392.290,392.280,392.270,392.190,392.000,391.920,391.910,391.900,390.010,390.000,1.000,2.000,1.000,3.000,2.000,1.000,1.000,1.000,4.000,6.000
2022-10-24 09:00:12,392.000,8398000.000,3273798560.000,,392.440,392.430,392.420,392.290,392.190,391.930,391.920,391.910,391.900,390.010,2.000,1.000,4.000,1.000,3.000,2.000,1.000,1.000,1.000,4.000
2022-10-24 09:00:12,392.190,8402000.000,3275367320.000,,392.440,392.430,392.420,392.290,392.190,391.940,391.930,391.920,391.910,391.900,2.000,1.000,4.000,1.000,1.000,1.000,2.000,1.000,1.000,1.000
2022-10-24 09:00:12,392.190,8402000.000,3275367320.000,,392.480,392.470,392.440,392.430,392.420,391.950,391.940,391.930,391.920,391.910,1.000,16.000,2.000,1.000,4.000,1.000,1.000,2.000,1.000,1.000
2022-10-24 09:00:13,392.190,8402000.000,3275367320.000,,392.440,392.430,392.420,392.410,392.250,391.960,391.950,391.940,391.930,391.920,2.000,1.000,4.000,5.000,7.000,1.000,1.000,1.000,2.000,1.000
2022-10-24 09:00:13,392.190,8402000.000,3275367320.000,,392.440,392.430,392.420,392.410,392.250,391.970,391.960,391.950,391.940,391.930,2.000,1.000,4.000,4.000,7.000,2.000,1.000,1.000,1.000,2.000
2022-10-24 09:00:13,392.250,8408000.000,3277720820.000,,392.440,392.430,392.420,392.410,392.250,391.980,391.970,391.960,391.950,391.940,2.000,1.000,4.000,4.000,4.000,1.000,2.000,1.000,1.000,1.000
2022-10-24 09:00:14,392.250,8408000.000,3277720820.000,,392.420,392.410,392.260,392.250,392.130,391.950,391.940,391.930,391.920,391.910,4.000,4.000,4.000,3.000,14.000,1.000,1.000,2.000,1.000,1.000
2022-10-24 09:00:14,392.130,8414000.000,3280073600.000,,392.500,392.470,392.260,392.250,392.130,391.970,391.960,391.950,391.940,391.930,82.000,30.000,4.000,3.000,11.000,1.000,6.000,1.000,1.000,2.000
2022-10-24 09:00:15,392.130,8414000.000,3280073600.000,,392.500,392.470,392.260,392.250,392.130,391.980,391.970,391.960,391.950,391.940,82.000,30.000,4.000,3.000,11.000,1.000,1.000,6.000,1.000,1.000
2022-10-24 09:00:15,392.130,8414000.000,3280073600.000,,392.500,392.470,392.370,392.250,392.130,391.980,391.970,391.960,391.950,391.940,82.000,30.000,5.000,3.000,11.000,1.000,1.000,6.000,1.000,1.000
2022-10-24 09:00:15,392.130,8420000.000,3282426380.000,,392.800,392.500,392.470,392.370,392.130,391.990,391.980,391.970,391.960,391.950,50.000,82.000,30.000,5.000,8.000,2.000,1.000,1.000,6.000,1.000
2022-10-24 09:00:16,392.130,8420000.000,3282426380.000,,392.800,392.500,392.470,392.370,392.130,392.000,391.990,391.980,391.970,391.960,50.000,82.000,30.000,5.000,8.000,1.000,2.000,1.000,1.000,6.000
2022-10-24 09:00:16,392.130,8420000.000,3282426380.000,,392.800,392.500,392.470,392.370,392.130,391.990,391.980,391.970,391.960,391.950,50.000,82.000,30.000,5.000,8.000,2.000,1.000,1.000,6.000,1.000
2022-10-24 09:00:16,392.130,8420000.000,3282426380.000,,392.500,392.470,392.370,392.130,392.010,391.990,391.980,391.970,391.960,391.950,82.000,30.000,5.000,8.000,2.000,2.000,1.000,1.000,6.000,1.000
2022-10-24 09:00:16,392.130,8428000.000,3285562940.000,,392.500,392.470,392.370,392.130,392.050,392.010,392.000,391.990,391.980,391.970,82.000,30.000,5.000,6.000,13.000,3.000,1.000,2.000,1.000,1.000
2022-10-24 09:00:17,392.050,8454000.000,3295756440.000,,392.800,392.500,392.470,392.370,392.130,392.020,392.010,392.000,391.990,391.980,50.000,82.000,30.000,5.000,6.000,6.000,1.000,1.000,2.000,1.000
2022-10-24 09:00:17,392.050,8454000.000,3295756440.000,,392.800,392.500,392.470,392.370,392.130,392.080,391.990,391.980,391.970,391.960,50.000,82.000,30.000,5.000,6.000,2.000,2.000,1.000,1.000,6.000
2022-10-24 09:00:17,392.080,8458000.000,3297324760.000,,392.800,392.500,392.470,392.370,392.130,391.990,391.980,391.970,391.960,391.950,50.000,82.000,30.000,5.000,6.000,2.000,1.000,1.000,6.000,1.000
2022-10-24 09:00:17,392.080,8458000.000,3297324760.000,,392.470,392.400,392.370,392.200,392.130,392.080,392.000,391.990,391.980,391.970,30.000,10.000,5.000,2.000,6.000,2.000,1.000,2.000,1.000,1.000
2022-10-24 09:00:18,392.080,8462000.000,3298893080.000,,392.470,392.400,392.370,392.200,392.130,392.000,391.990,391.980,391.970,391.960,30.000,10.000,5.000,2.000,6.000,1.000,2.000,1.000,1.000,6.000
2022-10-24 09:00:18,392.080,8462000.000,3298893080.000,,392.470,392.400,392.370,392.200,392.130,391.980,391.970,391.960,391.950,391.940,30.000,10.000,5.000,2.000,6.000,1.000,1.000,6.000,1.000,1.000
2022-10-24 09:00:18,392.080,8462000.000,3298893080.000,,392.470,392.400,392.370,392.200,392.130,391.970,391.960,391.950,391.940,391.930,30.000,10.000,5.000,2.000,6.000,1.000,6.000,1.000,1.000,2.000
2022-10-24 09:00:19,392.080,8462000.000,3298893080.000,,392.470,392.400,392.370,392.200,392.130,391.960,391.940,391.930,391.920,391.910,30.000,10.000,5.000,2.000,6.000,5.000,1.000,2.000,1.000,1.000
2022-10-24 09:00:19,392.080,8462000.000,3298893080.000,,392.400,392.370,392.200,392.130,392.080,391.960,391.940,391.930,391.920,391.910,10.000,5.000,2.000,6.000,4.000,5.000,1.000,2.000,1.000,1.000
2022-10-24 09:00:20,392.080,8462000.000,3298893080.000,,392.400,392.370,392.200,392.130,392.080,391.970,391.960,391.940,391.930,391.920,10.000,5.000,2.000,6.000,4.000,1.000,5.000,1.000,2.000,1.000
2022-10-24 09:00:20,392.080,8462000.000,3298893080.000,,392.400,392.370,392.200,392.130,392.080,391.970,391.960,391.940,391.930,391.920,10.000,5.000,2.000,6.000,4.000,2.000,5.000,1.000,2.000,1.000
2022-10-24 09:00:20,392.080,8462000.000,3298893080.000,,392.400,392.370,392.200,392.130,392.080,391.970,391.960,391.940,391.930,391.920,10.000,5.000,2.000,6.000,4.000,1.000,5.000,1.000,2.000,1.000
2022-10-24 09:00:21,392.080,8462000.000,3298893080.000,,392.400,392.370,392.200,392.130,392.080,391.930,391.920,391.910,391.900,391.740,10.000,5.000,2.000,6.000,4.000,2.000,1.000,1.000,1.000,5.000
2022-10-24 09:00:21,392.080,8462000.000,3298893080.000,,392.400,392.370,392.200,392.130,392.080,391.740,390.000,389.890,389.100,389.000,10.000,5.000,2.000,6.000,4.000,5.000,2.000,10.000,4.000,50.000
2022-10-24 09:00:22,392.080,8462000.000,3298893080.000,,392.400,392.370,392.200,392.130,392.080,391.900,391.860,391.750,390.000,389.890,10.000,5.000,2.000,6.000,4.000,5.000,3.000,5.000,2.000,10.000
2022-10-24 09:00:22,392.080,8462000.000,3298893080.000,,392.370,392.360,392.200,392.130,392.080,391.910,391.900,391.860,391.750,391.620,5.000,1.000,2.000,6.000,4.000,1.000,5.000,3.000,4.000,5.000
2022-10-24 09:00:24,392.080,8462000.000,3298893080.000,,392.360,392.250,392.200,392.130,392.080,391.910,391.900,391.860,391.750,391.620,1.000,6.000,2.000,6.000,4.000,1.000,5.000,3.000,4.000,5.000
2022-10-24 09:00:24,392.080,8462000.000,3298893080.000,,392.360,392.250,392.200,392.130,392.080,391.910,391.900,391.860,391.750,391.620,1.000,6.000,2.000,6.000,5.000,1.000,5.000,3.000,4.000,5.000
2022-10-24 09:00:25,392.080,8462000.000,3298893080.000,,392.250,392.200,392.130,392.080,392.070,391.910,391.900,391.860,391.750,391.620,6.000,2.000,6.000,5.000,1.000,1.000,5.000,3.000,4.000,5.000
2022-10-24 09:00:25,392.080,8462000.000,3298893080.000,,392.200,392.130,392.080,392.070,392.000,391.910,391.750,391.620,390.000,389.890,2.000,6.000,5.000,1.000,1.000,1.000,4.000,5.000,2.000,10.000
2022-10-24 09:00:25,392.080,8462000.000,3298893080.000,,392.200,392.130,392.080,392.070,392.000,391.750,391.620,390.000,389.890,389.100,2.000,6.000,5.000,1.000,1.000,4.000,5.000,2.000,10.000,4.000
2022-10-24 09:00:26,392.080,8462000.000,3298893080.000,,392.200,392.130,392.080,392.070,392.000,391.840,391.800,391.760,391.750,391.620,2.000,6.000,5.000,1.000,1.000,5.000,3.000,4.000,4.000,5.000
2022-10-24 09:00:26,392.080,8462000.000,3298893080.000,,392.200,392.130,392.080,392.070,392.000,391.850,391.840,391.800,391.760,391.750,2.000,6.000,5.000,1.000,1.000,1.000,5.000,3.000,3.000,4.000
2022-10-24 09:00:26,392.080,8462000.000,3298893080.000,,392.130,392.080,392.070,392.060,392.000,391.850,391.840,391.800,391.760,391.750,6.000,5.000,1.000,1.000,1.000,1.000,5.000,3.000,3.000,4.000
2022-10-24 09:00:27,392.080,8462000.000,3298893080.000,,392.080,392.070,392.060,392.000,391.970,391.850,391.840,391.800,391.760,391.750,1.000,1.000,1.000,1.000,4.000,1.000,5.000,3.000,3.000,4.000
2022-10-24 09:00:28,392.080,8462000.000,3298893080.000,,392.080,392.070,392.060,392.000,391.970,391.850,391.840,391.800,391.760,391.750,1.000,1.000,1.000,2.000,4.000,1.000,5.000,3.000,3.000,4.000
2022-10-24 09:00:28,392.080,8462000.000,3298893080.000,,392.080,392.070,392.060,392.000,391.970,391.860,391.850,391.840,391.800,391.760,1.000,1.000,1.000,2.000,4.000,1.000,1.000,5.000,3.000,3.000
2022-10-24 09:00:29,391.970,8466000.000,3300460960.000,,392.070,392.060,392.000,391.970,391.960,391.870,391.860,391.850,391.840,391.800,1.000,1.000,2.000,2.000,1.000,1.000,1.000,1.000,5.000,3.000
2022-10-24 09:00:29,391.960,8468000.000,3301244880.000,,392.130,392.070,392.060,392.000,391.970,391.880,391.870,391.860,391.850,391.840,6.000,1.000,1.000,2.000,2.000,1.000,1.000,1.000,1.000,5.000
2022-10-24 09:00:30,391.970,8472000.000,3302812760.000,,392.200,392.130,392.070,392.060,392.000,391.880,391.870,391.860,391.840,391.800,7.000,6.000,1.000,1.000,2.000,1.000,1.000,1.000,5.000,3.000
2022-10-24 09:00:30,392.000,8476000.000,3304380760.000,,392.360,392.200,392.130,392.070,392.060,391.890,391.880,391.870,391.860,391.840,1.000,7.000,6.000,1.000,1.000,1.000,1.000,1.000,1.000,5.000
2022-10-24 09:00:30,392.060,8478000.000,3305164880.000,,392.370,392.360,392.200,392.130,392.070,391.890,391.880,391.870,391.860,391.840,5.000,1.000,7.000,6.000,1.000,1.000,1.000,1.000,1.000,5.000
2022-10-24 09:00:30,392.060,8478000.000,3305164880.000,,392.370,392.360,392.200,392.130,392.070,391.900,391.890,391.880,391.870,391.860,5.000,1.000,7.000,6.000,1.000,1.000,1.000,1.000,1.000,1.000
2022-10-24 09:00:31,392.070,8480000.000,3305949020.000,,392.400,392.370,392.360,392.200,392.130,391.900,391.890,391.880,391.870,391.860,10.000,5.000,1.000,7.000,6.000,1.000,1.000,1.000,1.000,1.000
2022-10-24 09:00:31,392.130,8484000.000,3307517540.000,,392.400,392.370,392.360,392.200,392.130,391.910,391.900,391.890,391.880,391.870,10.000,5.000,1.000,7.000,4.000,1.000,1.000,1.000,1.000,1.000
2022-10-24 09:00:31,392.130,8484000.000,3307517540.000,,392.400,392.370,392.360,392.200,392.130,391.920,391.910,391.900,391.890,391.880,10.000,5.000,1.000,7.000,4.000,1.000,1.000,1.000,1.000,1.000
2022-10-24 09:00:31,392.130,8488000.000,3309086060.000,,392.400,392.370,392.360,392.200,392.130,391.930,391.910,391.900,391.880,391.870,10.000,5.000,1.000,7.000,2.000,1.000,1.000,1.000,1.000,1.000
2022-10-24 09:00:32,392.130,8488000.000,3309086060.000,,392.400,392.370,392.360,392.200,392.130,391.940,391.930,391.910,391.900,391.880,10.000,5.000,1.000,7.000,2.000,1.000,1.000,1.000,1.000,1.000
2022-10-24 09:00:32,392.130,8492000.000,3310654580.000,,392.470,392.400,392.370,392.360,392.200,391.950,391.940,391.930,391.910,391.900,30.000,10.000,5.000,1.000,7.000,1.000,1.000,1.000,1.000,1.000
2022-10-24 09:00:33,392.130,8492000.000,3310654580.000,,392.470,392.400,392.370,392.360,392.200,391.960,391.950,391.940,391.930,391.910,30.000,10.000,5.000,1.000,7.000,5.000,1.000,1.000,1.000,1.000
2022-10-24 09:00:33,392.130,8492000.000,3310654580.000,,392.470,392.400,392.370,392.360,392.200,391.970,391.960,391.950,391.940,391.930,30.000,10.000,5.000,1.000,7.000,1.000,5.000,1.000,1.000,1.000
2022-10-24 09:00:34,392.130,8492000.000,3310654580.000,,392.400,392.370,392.360,392.200,392.130,391.980,391.970,391.960,391.950,391.910,10.000,5.000,1.000,7.000,1.000,1.000,1.000,5.000,1.000,1.000
2022-10-24 09:00:34,392.130,8492000.000,3310654580.000,,392.400,392.370,392.360,392.200,392.130,391.990,391.980,391.970,391.960,391.950,10.000,5.000,1.000,7.000,1.000,3.000,1.000,1.000,5.000,1.000
2022-10-24 09:00:34,392.130,8492000.000,3310654580.000,,392.400,392.370,392.360,392.200,392.130,391.990,391.980,391.970,391.960,391.950,10.000,5.000,1.000,7.000,1.000,2.000,1.000,1.000,5.000,1.000
2022-10-24 09:00:35,392.130,8492000.000,3310654580.000,,392.400,392.370,392.360,392.200,392.130,392.020,391.990,391.970,391.960,391.950,10.000,5.000,1.000,7.000,1.000,2.000,2.000,1.000,5.000,1.000
2022-10-24 09:00:36,392.130,8492000.000,3310654580.000,,392.370,392.360,392.200,392.150,392.130,392.020,391.990,391.960,391.950,391.910,5.000,1.000,7.000,3.000,1.000,2.000,2.000,5.000,1.000,1.000
2022-10-24 09:00:38,392.130,8492000.000,3310654580.000,,392.360,392.200,392.150,392.130,392.100,392.020,391.990,391.960,391.950,391.910,1.000,7.000,3.000,1.000,3.000,2.000,2.000,5.000,1.000,1.000
2022-10-24 09:00:39,392.130,8492000.000,3310654580.000,,392.200,392.150,392.140,392.130,392.100,392.020,391.990,391.960,391.950,391.910,5.000,3.000,2.000,1.000,3.000,2.000,2.000,5.000,1.000,1.000
2022-10-24 09:00:40,392.130,8492000.000,3310654580.000,,392.150,392.140,392.130,392.100,392.080,392.020,391.990,391.960,391.950,391.910,3.000,2.000,1.000,3.000,2.000,2.000,2.000,5.000,1.000,1.000
2022-10-24 09:00:40,392.080,8496000.000,3312222900.000,,392.200,392.150,392.140,392.130,392.100,392.020,391.990,391.960,391.950,391.910,5.000,3.000,2.000,1.000,3.000,2.000,2.000,5.000,1.000,1.000
2022-10-24 09:00:40,392.080,8496000.000,3312222900.000,,392.150,392.140,392.130,392.100,392.080,392.020,391.990,391.960,391.950,391.910,3.000,2.000,1.000,4.000,3.000,2.000,2.000,5.000,1.000,1.000
2022-10-24 09:00:43,392.080,8496000.000,3312222900.000,,392.150,392.140,392.130,392.100,392.080,392.020,391.990,391.960,391.950,391.910,3.000,2.000,1.000,4.000,5.000,2.000,2.000,5.000,1.000,1.000
2022-10-24 09:00:44,392.080,8496000.000,3312222900.000,,392.140,392.130,392.100,392.080,392.060,392.020,391.990,391.960,391.950,391.910,2.000,1.000,4.000,5.000,2.000,2.000,2.000,5.000,1.000,1.000
2022-10-24 09:00:44,392.060,8500000.000,3313791140.000,,392.150,392.140,392.130,392.100,392.080,392.020,391.990,391.960,391.950,391.910,3.000,2.000,1.000,4.000,5.000,2.000,2.000,5.000,1.000,1.000
2022-10-24 09:00:44,392.060,8500000.000,3313791140.000,,392.150,392.140,392.130,392.100,392.080,392.020,391.990,391.960,391.950,391.910,3.000,2.000,1.000,39.000,5.000,2.000,2.000,5.000,1.000,1.000
2022-10-24 09:00:45,392.060,8500000.000,3313791140.000,,392.150,392.140,392.130,392.100,392.080,392.020,391.990,391.960,391.950,391.910,3.000,2.000,1.000,41.000,5.000,2.000,2.000,5.000,1.000,1.000
2022-10-24 09:00:45,392.060,8500000.000,3313791140.000,,392.150,392.140,392.130,392.100,392.080,392.020,391.990,391.960,391.950,391.910,3.000,2.000,1.000,46.000,5.000,2.000,2.000,5.000,1.000,1.000
2022-10-24 09:00:46,392.060,8500000.000,3313791140.000,,392.150,392.130,392.100,392.080,392.050,392.020,391.990,391.960,391.950,391.910,3.000,1.000,46.000,3.000,1.000,2.000,2.000,5.000,1.000,1.000
2022-10-24 09:00:46,392.020,8502000.000,3314575180.000,,392.150,392.130,392.100,392.080,392.050,392.020,391.990,391.960,391.950,391.910,3.000,1.000,46.000,3.000,1.000,1.000,2.000,5.000,1.000,1.000
2022-10-24 09:00:47,392.050,8504000.000,3315359280.000,,392.200,392.150,392.130,392.100,392.080,392.020,391.990,391.960,391.950,391.910,5.000,3.000,1.000,46.000,3.000,1.000,2.000,5.000,1.000,1.000
2022-10-24 09:00:47,392.050,8504000.000,3315359280.000,,392.200,392.150,392.130,392.100,392.080,392.030,392.020,391.990,391.960,391.950,5.000,3.000,1.000,46.000,3.000,1.000,1.000,2.000,5.000,1.000
2022-10-24 09:00:48,392.050,8504000.000,3315359280.000,,392.200,392.150,392.130,392.100,392.080,392.040,392.030,392.020,391.960,391.950,5.000,3.000,1.000,46.000,3.000,1.000,1.000,1.000,5.000,1.000
2022-10-24 09:00:48,392.050,8504000.000,3315359280.000,,392.200,392.150,392.130,392.100,392.080,392.050,392.040,392.030,392.020,391.960,5.000,3.000,1.000,46.000,3.000,3.000,1.000,1.000,1.000,5.000
2022-10-24 09:00:50,392.050,8504000.000,3315359280.000,,392.200,392.150,392.130,392.100,392.080,392.050,392.040,392.030,392.020,391.960,5.000,3.000,1.000,46.000,3.000,2.000,1.000,1.000,1.000,5.000
2022-10-24 09:00:50,392.050,8504000.000,3315359280.000,,392.200,392.150,392.130,392.100,392.080,392.060,392.050,392.040,392.030,391.960,5.000,3.000,1.000,46.000,3.000,1.000,2.000,1.000,1.000,5.000
